Cod_Cli;PROVINCIA;Uds_AH;Uds_DNT;Uds_VH;Resto_Farmacos
anon_S560;BADAJOZ;0;124;245;19336842,04
anon_S561;BADAJOZ;0;0;106;1383551,856
anon_S562;BADAJOZ;89550;260;691;8963071,728
anon_S563;BADAJOZ;41500;71;129;429644,5492
anon_S564;BADAJOZ;90000;56;165;0
anon_S565;BADAJOZ;0;584;1262;23028755,07
anon_S566;BADAJOZ;4800;51;337;0
anon_S567;BADAJOZ;0;68;166;9156112,462
anon_S568;BADAJOZ;21000;196;383;6911442,822
anon_S569;BADAJOZ;0;10;43;0
anon_S570;BADAJOZ;41250;57;305;0
anon_S571;BADAJOZ;7200;0;140;10334776,33
anon_S572;BADAJOZ;0;17;108;2955521,409
anon_S573;BADAJOZ;2400;204;702;105688064,1
anon_S574;BADAJOZ;0;22;319;30433971,12
anon_S575;BADAJOZ;0;51;53;1165612,564
anon_S576;BADAJOZ;0;19;118;557630,948
anon_S577;BADAJOZ;9600;95;160;17911319,25
anon_S578;BADAJOZ;1200;11;31;694473,346
anon_S579;BADAJOZ;0;4;102;7315661,473
anon_S580;BADAJOZ;0;19;56;250677,6204
anon_S581;OURENSE;127500;12;1;149952,553
anon_S582;ASTURIAS;15000;14;7;0
anon_S583;BADAJOZ;0;26;136;3293912,697
anon_S584;BADAJOZ;849350;123;222;2688216,708
anon_S585;BADAJOZ;0;53;131;1856596,874
anon_S586;BADAJOZ;80800;123;375;19121745,22
anon_S587;BADAJOZ;4800;10;11;2154517,123
anon_S588;BADAJOZ;0;3;24;3282100,842
anon_S589;BADAJOZ;0;15;93;3886807,167
anon_S590;BADAJOZ;16200;34;48;4072579,341
anon_S591;BADAJOZ;45000;64;13;0
anon_S592;BADAJOZ;38400;51;108;7039619,567
anon_S593;BADAJOZ;0;6;9;0
anon_S594;BADAJOZ;0;4;26;32715,10011
anon_S595;BADAJOZ;3400;127;353;3017430,773
anon_S596;BADAJOZ;95400;86;217;7541087,649
anon_S597;BADAJOZ;0;16;118;18143658,72
anon_S598;BADAJOZ;29100;48;101;3066627,268
anon_S599;BADAJOZ;10000;114;363;8555431,777
anon_S600;BADAJOZ;0;42;218;0
anon_S601;BADAJOZ;0;45;41;467257,749
anon_S602;BADAJOZ;3750;21;29;0
anon_S603;BADAJOZ;11500;104;296;8841286,331
anon_S604;BADAJOZ;61350;205;306;23769098,62
anon_S605;BADAJOZ;81925;332;437;30072979,28
anon_S606;BADAJOZ;43200;109;118;4068365,748
anon_S607;BADAJOZ;51300;229;608;37168155,82
anon_S608;BADAJOZ;2400;304;788;2487304,972
anon_S609;BADAJOZ;8400;153;367;21097546,38
anon_S610;BADAJOZ;7500;37;206;0
anon_S611;BADAJOZ;0;39;174;24159,36685
anon_S612;BADAJOZ;52800;2;337;0
anon_S613;BADAJOZ;0;17;22;0
anon_S614;BADAJOZ;0;54;160;43624,09403
anon_S615;BADAJOZ;38400;129;446;1830707,813
anon_S616;BADAJOZ;0;52;278;0
anon_S617;BADAJOZ;7500;19;82;7390576,184
anon_S618;BADAJOZ;6600;27;57;6140178,456
anon_S619;BADAJOZ;19200;55;73;6721313,523
anon_S620;BADAJOZ;0;41;62;5448083,528
anon_S621;BADAJOZ;28500;64;217;23794615,37
anon_S622;BADAJOZ;18000;11;27;52909,56072
anon_S623;BADAJOZ;7500;9;6;1858593,437
anon_S624;BADAJOZ;0;4;65;9841434,218
anon_S625;BADAJOZ;223500;301;742;54308135,71
anon_S626;BADAJOZ;94860;100;321;25401249,19
anon_S627;BADAJOZ;0;0;0;0
anon_S628;BADAJOZ;0;80;319;3373835,533
anon_S629;BADAJOZ;2500;103;230;4049118,114
anon_S630;BADAJOZ;0;99;348;0
anon_S631;BADAJOZ;30000;20;133;10205056,39
anon_S632;BADAJOZ;0;51;113;0
anon_S633;BADAJOZ;83400;21;154;4053097,147
anon_S634;BADAJOZ;43200;46;173;0
anon_S635;BADAJOZ;44400;210;460;5900618,962
anon_S636;BADAJOZ;0;9;63;5975698,64
anon_S637;BADAJOZ;6000;39;229;500311,581
anon_S638;BADAJOZ;164700;200;596;57543974,02
anon_S639;BADAJOZ;56100;30;70;5047769,648
anon_S640;BADAJOZ;26100;144;176;3896440,667
anon_S641;BALEARES;13200;87;148;5368972,73
anon_S642;BALEARES;14700;361;431;20063093,27
anon_S643;BALEARES;45450;175;99;526656,1291
anon_S644;BALEARES;185800;229;297;23567545,07
anon_S645;BALEARES;72900;428;153;896244,4902
anon_S646;BALEARES;105900;351;186;2763866,933
anon_S647;BALEARES;29200;240;58;457628,1292
anon_S648;BALEARES;396600;247;94;3687821,655
anon_S649;BALEARES;89400;262;214;1555272,183
anon_S650;BALEARES;26700;133;25;0
anon_S651;BALEARES;188100;351;250;42446199,1
anon_S652;BALEARES;19200;246;129;0
anon_S653;BALEARES;104400;206;124;1328233,423
anon_S654;BALEARES;23900;209;135;6150369,51
anon_S655;BALEARES;86250;417;251;14981311,3
anon_S656;BALEARES;611350;251;172;6684541,539
anon_S657;BALEARES;0;144;195;0
anon_S658;BALEARES;21150;221;267;89930,3269
anon_S659;BALEARES;2400;1453;1230;145190,2962
anon_S660;BALEARES;129300;798;939;10049247,95
anon_S661;BALEARES;169450;321;186;5502635,648
anon_S662;BALEARES;86150;399;135;2761545,704
anon_S663;BALEARES;132300;420;472;3283272,333
anon_S664;BALEARES;1596950;802;750;39070003,96
anon_S665;BALEARES;63500;250;407;16804705,78
anon_S666;BALEARES;99400;119;108;3222132,159
anon_S667;BALEARES;1026250;1403;1828;1615411,339
anon_S668;BALEARES;1200;276;221;287392,64
anon_S669;BALEARES;52450;468;514;10346541,27
anon_S670;BALEARES;347525;227;138;11916179,24
anon_S671;BALEARES;7050;372;451;7822116,544
anon_S672;BALEARES;24000;458;581;53585781,43
anon_S673;BALEARES;7500;176;209;1411780,617
anon_S674;BALEARES;88350;81;32;579391,8867
anon_S675;BALEARES;251850;132;128;1893588,064
anon_S676;BALEARES;1250;24;15;700299,2786
anon_S677;BALEARES;5400;119;45;710764,6645
anon_S678;BALEARES;45450;72;26;2594131,192
anon_S679;BALEARES;26675;228;128;2454219,383
anon_S680;BALEARES;103050;66;41;0
anon_S681;BALEARES;28950;175;240;11056810,93
anon_S682;BALEARES;44200;173;175;12532595,14
anon_S683;BALEARES;182425;49;23;7903980,674
anon_S684;BALEARES;129125;349;157;3401179,992
anon_S685;BALEARES;380200;561;505;36217304,95
anon_S686;BALEARES;0;181;212;263279,4859
anon_S687;BALEARES;11100;581;424;9956075,485
anon_S688;BALEARES;272950;316;275;4031230,171
anon_S689;BALEARES;404225;530;351;45855099,12
anon_S690;BALEARES;63150;100;83;6992604,123
anon_S691;BALEARES;43200;218;91;917799,402
anon_S692;BALEARES;0;12;0;0
anon_S693;BALEARES;8400;171;35;0
anon_S694;BALEARES;102850;160;18;1110759,452
anon_S695;BALEARES;15300;101;9;1363932,64
anon_S696;BALEARES;47300;230;91;195040,9081
anon_S697;BALEARES;47200;441;205;2130172,142
anon_S698;BALEARES;120900;206;79;1648519,055
anon_S699;BALEARES;28500;16;5;1608597,565
anon_S700;BALEARES;907850;349;112;3820997,836
anon_S701;BALEARES;134400;225;68;2173862,386
anon_S702;BALEARES;0;171;43;0
anon_S703;BALEARES;0;112;46;0
anon_S704;BALEARES;1966000;770;491;3473744,697
anon_S705;BALEARES;163700;668;652;43166119,8
anon_S706;BALEARES;279275;228;105;9906741,248
anon_S707;BALEARES;29000;281;230;9986070,735
anon_S708;BALEARES;12000;174;59;70182,61926
anon_S709;BALEARES;36150;368;460;1836927,696
anon_S710;BALEARES;700100;187;321;14005380,42
anon_S711;BALEARES;122150;178;71;2608397,469
anon_S712;BALEARES;37200;205;203;2372815,255
anon_S713;BALEARES;278600;258;231;28570978,16
anon_S714;BALEARES;250600;176;67;6022511,297
anon_S715;BALEARES;132800;125;24;2117208,887
anon_S716;BALEARES;33600;257;196;184265,767
anon_S717;BALEARES;16800;312;297;213662,7855
anon_S718;BALEARES;45000;71;19;0
anon_S719;BALEARES;39200;52;12;591561,6583
anon_S720;BALEARES;61400;132;143;8213344,286
anon_S721;BALEARES;29925;94;27;1516822,461
anon_S722;BALEARES;73725;367;289;39021738,08
anon_S723;BALEARES;85200;252;257;1580553,598
anon_S724;BALEARES;62400;280;246;8587820,166
anon_S725;BALEARES;1000;161;109;1446598,357
anon_S726;BALEARES;45200;222;212;9378116,88
anon_S727;BALEARES;0;93;56;160712,0629
anon_S728;BALEARES;4800;536;327;1087076,044
anon_S729;BALEARES;18600;300;359;2319362,981
anon_S730;BALEARES;4800;28;28;3789475,14
anon_S731;BALEARES;2400;111;47;0
anon_S732;BALEARES;43650;20;1;0
anon_S733;BALEARES;0;3;0;0
anon_S734;BALEARES;60400;249;202;2084406,951
anon_S735;BALEARES;26400;234;212;6633408,347
anon_S736;BALEARES;44400;32;0;0
anon_S737;BALEARES;0;73;49;0
anon_S738;BALEARES;177675;560;279;6389394,915
anon_S739;BALEARES;100200;393;365;610810,7486
anon_S740;BALEARES;0;77;41;201172,7663
anon_S741;BALEARES;0;199;89;0
anon_S742;BALEARES;161450;120;77;4300129,316
anon_S743;BALEARES;166200;142;65;2679690,22
anon_S744;BALEARES;175800;235;238;3842415,992
anon_S745;BALEARES;24000;194;144;10185946,91
anon_S746;BALEARES;43350;36;43;4318086,605
anon_S747;BALEARES;30000;41;4;341939,6519
anon_S748;BALEARES;0;189;59;120074,2711
anon_S749;BALEARES;0;162;125;88264,26968
anon_S750;BALEARES;20500;214;238;5652330,419
anon_S751;BALEARES;141850;95;75;0
anon_S752;BALEARES;0;132;117;2769518,561
anon_S753;BALEARES;3000;3;0;0
anon_S754;BALEARES;464500;109;81;3140547,36
anon_S755;BALEARES;149200;154;32;897806,0816
anon_S756;BALEARES;4800;768;330;77771,28132
anon_S757;BALEARES;0;664;114;140592,5402
anon_S758;BALEARES;162000;1210;637;1480392,349
anon_S759;BALEARES;200000;263;122;1867259,167
anon_S760;BALEARES;0;691;197;0
anon_S761;BALEARES;72800;293;247;3801483,24
anon_S762;BALEARES;0;404;251;0
anon_S763;BALEARES;161850;134;47;10504524,77
anon_S764;BALEARES;31200;1353;456;15151319,03
anon_S765;BALEARES;0;256;127;0
anon_S766;BALEARES;65000;359;63;84536,84938
anon_S767;BALEARES;19200;1003;420;136889,2832
anon_S768;BALEARES;19500;549;260;2662411,305
anon_S769;BALEARES;343600;966;275;5521570,899
anon_S770;BALEARES;217500;611;223;6919762,359
anon_S771;BALEARES;31825;131;9;0
anon_S772;BALEARES;51450;773;424;15805946,56
anon_S773;BALEARES;31200;455;206;6648131,035
anon_S774;BALEARES;8550;418;115;205306,4326
anon_S775;BALEARES;83525;557;234;6609501,908
anon_S776;BALEARES;7200;337;101;0
anon_S777;BALEARES;200700;240;78;1566237,047
anon_S778;BALEARES;77600;1009;637;19128823,85
anon_S779;BALEARES;74900;406;226;3188105,436
anon_S780;BALEARES;469600;918;280;22328045,84
anon_S781;BALEARES;57600;148;57;2812319,231
anon_S782;BALEARES;1160300;969;381;30429467,54
anon_S783;BARCELONA;4800;277;59;413412,837
anon_S784;BARCELONA;91900;719;538;0
anon_S785;BARCELONA;420400;768;269;0
anon_S786;BARCELONA;0;343;141;0
anon_S787;BARCELONA;415300;335;126;1587863,265
anon_S788;BARCELONA;0;233;96;0
anon_S789;BARCELONA;87700;634;155;334690,2761
anon_S790;BARCELONA;48000;910;427;779473,2551
anon_S791;BARCELONA;37200;290;131;1283946,989
anon_S792;BARCELONA;35500;143;22;282348,965
anon_S793;BARCELONA;0;299;47;0
anon_S794;BARCELONA;64950;720;232;10670361,43
anon_S795;BARCELONA;251800;499;121;1463060,966
anon_S796;BARCELONA;1680900;2319;468;3026123,426
anon_S797;BARCELONA;430650;1091;225;11029869,99
anon_S798;BARCELONA;19200;380;97;681318,8158
anon_S799;BARCELONA;67200;344;95;2059166,303
anon_S800;BARCELONA;167000;349;190;714139,012
anon_S801;BARCELONA;4800;157;116;398740,5583
anon_S802;BARCELONA;661250;434;192;11326923,97
anon_S803;BARCELONA;257575;109;32;2772617,68
anon_S804;BARCELONA;563850;911;122;207060,3173
anon_S805;BARCELONA;194100;396;81;1804106,256
anon_S806;BARCELONA;121800;372;78;790280,6661
anon_S807;BARCELONA;19200;243;61;180904,2081
anon_S808;BARCELONA;219000;485;119;7427074,926
anon_S809;BARCELONA;523900;962;164;783821,4591
anon_S810;BARCELONA;38600;292;97;2511700,946
anon_S811;BARCELONA;56700;372;254;1375316,308
anon_S812;BARCELONA;43600;268;146;468277,5753
anon_S813;BARCELONA;24000;355;283;2585565,882
anon_S814;BARCELONA;583850;360;58;2738459,746
anon_S815;BARCELONA;4800;728;388;417177,3699
anon_S816;BARCELONA;213550;592;276;7201835,809
anon_S817;BARCELONA;62400;226;54;714199,8283
anon_S818;BARCELONA;144000;276;43;62011,07062
anon_S819;BARCELONA;0;208;44;0
anon_S820;BARCELONA;7500;269;55;0
anon_S821;BARCELONA;27300;349;90;783702,9351
anon_S822;ASTURIAS;98750;126;81;3468828,012
anon_S823;BARCELONA;363475;195;32;579021,2716
anon_S824;BARCELONA;165800;377;113;269634,3809
anon_S825;BARCELONA;155350;483;146;24039776,6
anon_S826;BARCELONA;31200;297;102;259187,239
anon_S827;BARCELONA;52800;298;62;617987,8244
anon_S828;BARCELONA;390500;174;45;4284303,222
anon_S829;BARCELONA;146400;314;133;3519113,401
anon_S830;BARCELONA;373400;880;366;27821952,68
anon_S831;BARCELONA;117200;376;251;11025315,51
anon_S832;BARCELONA;4800;194;36;126505,0339
anon_S833;BARCELONA;16200;1479;279;1896511,171
anon_S834;BARCELONA;1101100;594;167;36047109,22
anon_S835;BARCELONA;49800;114;43;65130,87406
anon_S836;BARCELONA;294050;392;102;7060777,497
anon_S837;BARCELONA;97050;477;610;11048338,11
anon_S838;BARCELONA;0;414;401;0
anon_S839;BARCELONA;0;776;220;0
anon_S840;BARCELONA;268300;617;130;2947869,87
anon_S841;BARCELONA;60000;532;245;175898,5185
anon_S842;BARCELONA;224100;263;60;0
anon_S843;BARCELONA;0;203;53;0
anon_S844;BARCELONA;136500;525;224;451115,2118
anon_S845;BARCELONA;258650;406;136;2517886,161
anon_S846;BARCELONA;150200;339;199;3766452,837
anon_S847;BARCELONA;23325;387;113;324137,2411
anon_S848;BARCELONA;104100;437;341;13907903,12
anon_S849;BARCELONA;72050;259;147;4531881,311
anon_S850;BARCELONA;43200;711;735;2912782,493
anon_S851;BARCELONA;37200;186;96;939807,9498
anon_S852;BARCELONA;0;1181;231;832735,4589
anon_S853;BARCELONA;122100;353;208;2950603,553
anon_S854;BARCELONA;400800;580;152;202677,9939
anon_S855;BARCELONA;159500;590;626;66498421,1
anon_S856;BARCELONA;137650;244;237;214623,2819
anon_S857;BARCELONA;38350;313;261;15816641,08
anon_S858;BARCELONA;276900;246;98;1205582,391
anon_S859;BARCELONA;133900;331;124;4893786,466
anon_S860;BARCELONA;72100;570;459;209928,9901
anon_S861;BARCELONA;17000;224;30;99313,9402
anon_S862;BARCELONA;880400;587;364;34303773,03
anon_S863;BARCELONA;72000;846;467;221910,0152
anon_S864;BARCELONA;684300;318;134;5009000,15
anon_S865;BARCELONA;0;360;179;0
anon_S866;BARCELONA;0;550;132;0
anon_S867;BARCELONA;34500;193;112;10069992,35
anon_S868;BARCELONA;0;107;44;74220,95977
anon_S869;BARCELONA;39300;125;104;1161851,176
anon_S870;A CORUNA;46500;26;25;2503893,331
anon_S871;PONTEVEDRA;7500;8;13;356138,4874
anon_S872;BARCELONA;211450;434;121;8620482,033
anon_S873;BARCELONA;173200;383;535;39767839,81
anon_S874;BARCELONA;53950;150;31;502615,0899
anon_S875;BARCELONA;11200;785;593;28429131,31
anon_S876;BARCELONA;27400;111;69;3135401,52
anon_S877;BARCELONA;0;251;114;427275,1314
anon_S878;BARCELONA;0;354;106;0
anon_S879;BARCELONA;400250;327;148;3800580,883
anon_S880;BARCELONA;66150;876;302;435436,3635
anon_S881;BARCELONA;148650;397;115;169701,9003
anon_S882;BARCELONA;0;506;129;0
anon_S883;BARCELONA;24000;168;64;1031918,694
anon_S884;BARCELONA;102350;511;274;3791269,537
anon_S885;BARCELONA;76200;316;86;1107541,869
anon_S886;BARCELONA;31200;431;366;14007855,66
anon_S887;BARCELONA;136325;458;470;30424506,13
anon_S888;BARCELONA;0;138;59;0
anon_S889;BARCELONA;99400;440;186;5714479,903
anon_S890;BARCELONA;60000;257;92;1986260,872
anon_S891;BARCELONA;70000;543;403;25799871,93
anon_S892;BARCELONA;21600;469;320;7757234,018
anon_S893;BARCELONA;202100;500;276;6912248,36
anon_S894;BARCELONA;365370;355;372;33679952,75
anon_S895;BARCELONA;46800;343;99;7686003,034
anon_S896;BARCELONA;446000;443;221;10932949,77
anon_S897;BARCELONA;67200;192;128;0
anon_S898;BARCELONA;597500;471;483;13128410,04
anon_S899;BARCELONA;145500;317;130;1171232,946
anon_S900;BARCELONA;195000;211;104;0
anon_S901;BARCELONA;80700;396;187;86911,95407
anon_S902;BARCELONA;67500;51;11;0
anon_S903;BARCELONA;155120;115;24;1943374,317
anon_S904;BARCELONA;38400;50;0;0
anon_S905;BARCELONA;9600;7;3;0
anon_S906;BARCELONA;4800;72;36;179125,9175
anon_S907;BARCELONA;159900;100;72;4814340,347
anon_S908;BARCELONA;118800;89;73;3670745,893
anon_S909;BARCELONA;0;0;0;0
anon_S910;BARCELONA;7400;40;43;3291263,177
anon_S911;BARCELONA;26700;17;19;28905,35519
anon_S912;BARCELONA;25850;413;337;323236,2844
anon_S913;BARCELONA;0;402;347;0
anon_S914;BARCELONA;173400;741;504;7601312,845
anon_S915;BARCELONA;249700;457;332;27617263,16
anon_S916;BARCELONA;323900;256;149;13695837,51
anon_S917;BARCELONA;28750;476;395;18276385,28
anon_S918;BARCELONA;0;190;195;16803402,87
anon_S919;BARCELONA;3600;200;256;3187812,344
anon_S920;LEON;132050;178;106;2411098,625
anon_S921;A CORUNA;88000;510;360;207916,7095
anon_S922;BARCELONA;81000;281;184;15061099,52
anon_S923;BARCELONA;19800;860;489;1326071,23
anon_S924;BARCELONA;39700;407;180;9192803,509
anon_S925;BARCELONA;254400;543;804;21756842,33
anon_S926;BARCELONA;7200;562;616;26932502,33
anon_S927;BARCELONA;141600;567;283;19969338,49
anon_S928;BARCELONA;51700;175;112;0
anon_S929;BARCELONA;641070;859;699;34166464,78
anon_S930;BARCELONA;60900;552;585;27667781,96
anon_S931;BARCELONA;289250;446;366;26666527,71
anon_S932;BARCELONA;0;64;18;92972,36296
anon_S933;BARCELONA;10500;327;217;0
anon_S934;BARCELONA;32750;435;475;2196986,881
anon_S935;BARCELONA;97670;776;714;408441,9373
anon_S936;BARCELONA;713350;643;645;24827090,47
anon_S937;BARCELONA;15000;194;190;0
anon_S938;BARCELONA;294950;823;815;53266940,69
anon_S939;BARCELONA;46900;544;765;59060,97936
anon_S940;BARCELONA;39650;767;486;0
anon_S941;BARCELONA;124350;925;820;52436594,21
anon_S942;BARCELONA;456300;338;96;7526812,256
anon_S943;BARCELONA;46950;357;246;5218088,344
anon_S944;BARCELONA;123400;401;260;6154298,265
anon_S945;BARCELONA;103500;126;30;637614,5405
anon_S946;BARCELONA;146200;252;203;15486284,41
anon_S947;BARCELONA;24000;582;634;0
anon_S948;BARCELONA;134600;328;323;12016073,41
anon_S949;BARCELONA;4800;146;70;1954325,631
anon_S950;BARCELONA;66450;594;454;1093337,973
anon_S951;BARCELONA;130300;1182;651;39823309,86
anon_S952;BARCELONA;4800;79;56;1950021,717
anon_S953;BARCELONA;221750;179;169;7582799,419
anon_S954;BARCELONA;17900;59;83;1918092,108
anon_S955;BARCELONA;173500;410;592;44440015,86
anon_S956;BARCELONA;0;308;335;1236466,099
anon_S957;BARCELONA;0;17;10;0
anon_S958;BARCELONA;49050;242;207;11554750,53
anon_S959;BARCELONA;446850;405;395;24181494,63
anon_S960;BARCELONA;219600;989;1231;99165116,87
anon_S961;BARCELONA;0;267;357;795626,1109
anon_S962;BARCELONA;21000;34;14;0
anon_S963;BARCELONA;35275;155;169;22228626,84
anon_S964;BARCELONA;0;1;1;0
anon_S965;BARCELONA;4800;127;58;5188221,821
anon_S966;BARCELONA;24000;152;197;168410,6125
anon_S967;BARCELONA;10200;387;311;293638,9779
anon_S968;BARCELONA;466950;402;238;9054499,368
anon_S969;BARCELONA;36000;251;264;471838,6358
anon_S970;BARCELONA;418800;421;385;22927922,5
anon_S971;BARCELONA;19200;235;131;729072,2486
anon_S972;BARCELONA;51000;365;400;450361,2828
anon_S973;BARCELONA;58200;636;726;2909073,584
anon_S974;BARCELONA;54600;477;347;88785,81047
anon_S975;BARCELONA;54400;225;103;13824537,37
anon_S976;BARCELONA;91450;150;237;484610,1669
anon_S977;BARCELONA;21825;15;9;772524,453
anon_S978;BARCELONA;112050;89;70;6044311,136
anon_S979;BARCELONA;0;2;2;0
anon_S980;BARCELONA;42500;63;58;1089590,141
anon_S981;BARCELONA;233750;143;213;18430626,11
anon_S982;BARCELONA;100750;83;44;2158529,705
anon_S983;BARCELONA;204850;148;209;7211237,082
anon_S984;BARCELONA;42200;17;3;0
anon_S985;BARCELONA;142800;614;362;1829797,136
anon_S986;BARCELONA;56250;94;51;0
anon_S987;BARCELONA;42100;412;306;792929,0446
anon_S988;BARCELONA;15600;168;159;5716728,144
anon_S989;BARCELONA;13250;10;5;0
anon_S990;BARCELONA;387000;202;211;16415586,63
anon_S991;BARCELONA;0;496;318;0
anon_S992;BARCELONA;767650;350;423;1869294,65
anon_S993;BARCELONA;75200;228;269;13381680,53
anon_S994;BARCELONA;1147100;443;482;84033731,64
anon_S995;BARCELONA;66750;316;173;2093924,643
anon_S996;BARCELONA;145800;620;277;422633,5919
anon_S997;BARCELONA;58000;184;91;14965197,76
anon_S998;BARCELONA;0;1067;1164;506674,8612
anon_S999;BARCELONA;1201400;425;355;26977842,69
anon_S1000;BARCELONA;257950;488;524;14313580,49
anon_S1001;BARCELONA;4800;675;694;1032259,489
anon_S1002;BARCELONA;32200;750;1216;4115317,555
anon_S1003;BARCELONA;106800;413;668;18062755,67
anon_S1004;BARCELONA;7300;268;146;77318,26849
anon_S1005;BARCELONA;291900;1077;707;29440475,11
anon_S1006;BARCELONA;9000;98;39;0
anon_S1007;BARCELONA;406150;316;114;7761073,488
anon_S1008;BARCELONA;163100;333;92;5332770,206
anon_S1009;BARCELONA;35200;244;233;117529,1745
anon_S1010;BARCELONA;630100;581;521;40249809,59
anon_S1011;BARCELONA;13500;458;346;3854969,345
anon_S1012;BARCELONA;49350;471;541;8529803,42
anon_S1013;BARCELONA;8400;204;76;3266999,555
anon_S1014;BARCELONA;563375;408;512;39842998,62
anon_S1015;BARCELONA;48650;712;577;27922219,07
anon_S1016;BARCELONA;0;84;18;681461,3206
anon_S1017;BARCELONA;488800;334;309;5256920,449
anon_S1018;BARCELONA;24000;396;200;2282020,263
anon_S1019;BARCELONA;4800;172;82;92120,74411
anon_S1020;BARCELONA;408000;369;160;4426848,214
anon_S1021;BARCELONA;109500;234;51;779964,5939
anon_S1022;BARCELONA;43750;272;246;259100,389
anon_S1023;BARCELONA;0;172;100;0
anon_S1024;BARCELONA;489500;608;378;34688407,02
anon_S1025;BARCELONA;197550;173;117;7538852,421
anon_S1026;BARCELONA;76000;429;592;23087803,18
anon_S1027;BARCELONA;695200;436;180;9094746,018
anon_S1028;BARCELONA;42000;362;312;356349,8692
anon_S1029;BARCELONA;292250;259;512;6137629,999
anon_S1030;BARCELONA;60600;555;716;22961031,7
anon_S1031;BARCELONA;277800;382;191;17941743,96
anon_S1032;BARCELONA;7500;341;233;1745528,446
anon_S1033;BARCELONA;90000;357;582;0
anon_S1034;BARCELONA;4800;612;699;330882,3944
anon_S1035;BARCELONA;59400;237;323;24607882,43
anon_S1036;BARCELONA;76350;463;194;2492096,126
anon_S1037;BARCELONA;0;236;318;4904321,542
anon_S1038;BARCELONA;103550;938;1117;68254643,1
anon_S1039;BARCELONA;127850;936;733;0
anon_S1040;BARCELONA;184750;688;628;1100859,58
anon_S1041;BARCELONA;4800;638;642;867479,5573
anon_S1042;BARCELONA;186975;406;374;26902804,61
anon_S1043;BARCELONA;74300;318;355;3263539,781
anon_S1044;BARCELONA;964200;722;255;13482200,98
anon_S1045;BARCELONA;0;340;85;0
anon_S1046;BARCELONA;262875;660;185;4612060,752
anon_S1047;BARCELONA;261900;188;204;10699874,68
anon_S1048;BARCELONA;293400;418;202;16450758,67
anon_S1049;BARCELONA;102075;608;897;9373401,057
anon_S1050;BARCELONA;704050;744;662;1030938,013
anon_S1051;BARCELONA;117400;665;586;10699286,65
anon_S1052;BARCELONA;427425;801;543;8335700,307
anon_S1053;BARCELONA;158800;411;160;1449652,474
anon_S1054;BARCELONA;73325;663;546;8034733,41
anon_S1055;BARCELONA;80750;287;193;3088640,784
anon_S1056;BARCELONA;163200;448;498;26090246,76
anon_S1057;BARCELONA;0;167;307;0
anon_S1058;BARCELONA;253775;593;650;24583905,83
anon_S1059;BARCELONA;16200;211;170;1996546,295
anon_S1060;BARCELONA;380700;734;714;12627561,38
anon_S1061;BARCELONA;1250;248;314;231597,2721
anon_S1062;BARCELONA;20400;205;200;2418667,287
anon_S1063;BARCELONA;10800;275;306;212016,6469
anon_S1064;BARCELONA;965100;816;919;22938549,09
anon_S1065;BARCELONA;34800;817;580;62657364,02
anon_S1066;BARCELONA;209700;179;82;7082534,098
anon_S1067;BARCELONA;118600;420;420;2829330,115
anon_S1068;BARCELONA;219250;547;469;23555321,71
anon_S1069;BARCELONA;209125;405;319;28775540,23
anon_S1070;BARCELONA;282150;333;238;18980360,38
anon_S1071;BARCELONA;96150;502;437;18622579,3
anon_S1072;BARCELONA;617950;423;416;24630314,22
anon_S1073;BARCELONA;386700;268;261;25184197,31
anon_S1074;BARCELONA;45900;252;199;769802,5448
anon_S1075;BARCELONA;14400;335;281;1566776,051
anon_S1076;BARCELONA;205150;560;338;12642227,4
anon_S1077;BARCELONA;35500;48;34;116697,2895
anon_S1078;BARCELONA;0;176;119;0
anon_S1079;BARCELONA;64800;341;395;6720129,456
anon_S1080;BARCELONA;95675;302;245;8254775,393
anon_S1081;BARCELONA;428250;351;280;27244308,71
anon_S1082;BARCELONA;76200;207;102;1898515,482
anon_S1083;BARCELONA;26175;555;192;557370,1839
anon_S1084;BARCELONA;48300;528;353;9804902,637
anon_S1085;BARCELONA;55600;234;172;3555287,236
anon_S1086;BARCELONA;14400;567;656;3023736,47
anon_S1087;BARCELONA;0;318;293;0
anon_S1088;BARCELONA;101500;464;382;4800914,525
